airline_id,airline_code,airline_name,check_in_link,check_in_time
341,IY,Yemenia,,0
1032,IZ,Arkia,,0
257,J0,Jetlink Express,,0
1103,J1,One Jet, Inc.,,0
694,J2,Azerbaijan Airlines,https://book.azal.az/checkin/select-passengers?lang=en&passengerId={LAST}&number={PNR},24
711,J3,Northwestern Air,,0
319,J4,BADR AIRLINES,,0
469,J5,Alaska Seaplane,,0
596,J6,Jet Ops,,0
603,J7,Afrijet Business Service,,0
1073,J8,Berjaya Air,,0
85,J9,Jazeera Airways,,0
1074,JA,JetSMART,,0
329,JB,Helijet,,0
832,JC,Japan Air Commuter,https://checkin.si.amadeus.net/static/PRD/JL/#/checkindirect?&IFormOfIdentification=PNR&IIdentification={PNR}&IDate={DEP_DATE_EU}&IlastName={LAST}&IfirstName={FIRST}&IFlight={FLT_NO}&ln=en,24
561,JD,Beijing Capital Airlines,,0
230,JE,Mango,,0
945,JF,Jet Asia Airways,,0
179,JG,JETGO Australia,,0
946,JH,Fuji Dream Airlines,,0
626,JI,Armenian Airlines,,0
920,JJ,LATAM Brasil,https://www.latamairlines.com/gb/en/check-in,48
1112,JL,Japan Airlines,https://checkin.si.amadeus.net/static/PRD/JL/#/checkindirect?&IFormOfIdentification=PNR&IIdentification={PNR}&IDate={DEP_DATE_EU}&IlastName={LAST}&IfirstName={FIRST}&IFlight={FLT_NO}&ln=en,24
149,JM,Jambojet,,0
1070,JN,Joon,,0
473,JO,Jonika Airlines,,0
270,JP,Adria Airways,,0
455,JQ,Jetstar,https://checkin.jetstar.com/au/en/checkin,48
987,JR,Joy Air,,0
973,JS,Air Koryo,,0
733,JT,Lion Air,https://checkin.lionair.co.id/dx/JTCI/#/check-in/deep-link?deepLink=true&locale=en-US&recordLocator={PNR}&lastName={LAST},24
856,JU,Air Serbia,https://dxcheckin.airserbia.com/dx/JUCI/#/check-in/deep-link?deepLink=true&locale=en-US&recordLocator={PNR}&lastName={LAST},24
1039,JV,Bearskin Airlines,,0
615,JW,Vanilla Air,,0
644,JX,STARLUX AIRLINES,https://checkin.si.amadeus.net/static/PRD/JX/#/checkindirect?ISurname={LAST}&IFirstName={FIRST}&IFormOfIdentification=PNR&IIdentification={PNR}&ln=en,24
789,JY,InterCaribbean Airways,,0
951,JZ,Jatayu Airlines,,0
524,K1,SkyFru,,0
997,K2,Eurolot,,0
274,K3,Taquan Air,,0
880,K4,ALS Ltd.,,0
855,K5,SeaPort Airlines,,0
947,K6,Cambodia Angkor Air,,0
940,K7,Air KBZ,,0
59,K8,Kan Air,,0
185,K9,TezJet,,0
629,KA,Aero Nomad Airlines,,0
209,KB,Druk Air,,0
563,KC,Air Astana,https://checkin.si.amadeus.net/static/PRD/KC/#/checkindirect?ln=en&ghAirline=KC&IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
15,KD,PT Kal Star Aviation,,0
581,KE,Korean Air,https://www.koreanair.com/check-in,48
1040,KF,Blue1,,0
415,KG,Key Lime Air,,0
630,KH,Kyrgyz Air,,0
536,KI,SKS Airways,,0
109,KJ,Air Incheon,,0
592,KK,LEAV,,0
1045,KL,KLM,https://www.klm.co.uk/check-in,30
654,KM,KM Malta Airlines,,0
313,KN,China United Airlines,,0
723,KP,ASKY Airlines,,0
570,KQ,Kenya Airways,https://checkin.si.amadeus.net/1ASIHSSCMCIKQ/sscmkq/checkindirect?ln=en&IFormOfIdentification=PNR&IIdentification={PNR}&IDate={DEP_DATE_EU},24
227,KR,Cambodia Airways,,0
282,KS,AirConnect,,0
675,KT,AirAsia Cambodia,,0
146,KU,Kuwait Airways,https://digital.kuwaitairways.com/ssci/identification?lang=en-GB,24
494,KV,KrasAvia,,0
45,KW,Kharkiv Airlines,,0
698,KX,Cayman Airways,,0
573,KY,Kunming Airlines,,0
682,KZ,Nippon Cargo Airlines,,0
553,L1,E-Savtravel,,0
534,L2,Lynden Air Cargo, LLC,,0
477,L3,Lynx Aviation,,0
574,L4,Air Service Liege,,0
557,L6,Mauritania Airlines International,,0
445,L7,Linea Aerea Carguera de Colombia S.A.,,0
605,L8,Afric Aviation,,0
704,L9,Lumiwings,,0
1016,LA,LATAM Chile,https://www.latamairlines.com/gb/en/check-in,48
778,LB,Bul Air,,0
995,LC,Skyway Costa Rica,,0
843,LD,AHK Air Hong Kong Limited,,0
594,LE,Laparkan Airways, Inc.,,0
19,LG,Luxair,https://checkin.si.amadeus.net/static/PRD/LG/#/checkindirect?ln=en&ghAirline=LG&ISurname={LAST}&IFormOfIdentification=PNR&IIdentification={PNR},24
138,LH,Lufthansa,https://www.lufthansa.com/us/en/online-check-in,24
86,LI,Liat,,0
921,LJ,Jin Air,https://www.jinair.com/login/quickform?,48
766,LK,Lao Skyway,,0
511,LL,Miami Air International,,0
1069,LM,Loganair,https://www.loganair.co.uk/login/check-in,24
271,LN,Libyan Airlines,,0
897,LO,LOT Polish Airlines,https://checkin.si.amadeus.net/static/PRD/LO/#/checkindirect?IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST}&ln=en,24
32,LQ,Lanmei Airlines,,0
39,LR,Avianca Costa Rica,,0
90,LS,Jet2.com,https://www.jet2.com/en/login,24
413,LT,Air Lituanica,,0
860,LU,LAN Express,https://www.latamairlines.com/gb/en/check-in,48
263,LV,Level,,0
55,LW,Pacific Wings,,0
684,LX,Swiss International Air Lines,https://www.swiss.com/gb/de/fly/check-in/online-check-in,24
912,LY,El Al Israel Airlines,https://www.elal.com/checkin/home/identification/c?language=eng,24
1033,LZ,Belle Air,,0
658,M0,Aero Mongolia,,0
941,M2,MHS Aviation,,0
537,M3,North Flying,,0
364,M4,Mistral Air,,0
746,M5,Kenmore Air,,0
523,M6,Amerijet International Inc.,,0
69,M7,Marsland Aviation,,0
47,M8,SkyJet,,0
154,M9,Motor Sich Airlines,,0
908,MB,MNG Airlines,,0
145,MC,Air Mobility Command,,0
392,MD,Air Madagascar,https://checkin.si.amadeus.net/static/PRD/MD/#/checkindirect?ln=en&IFormOfIdentification=PNR&ISurname={LAST}&IIdentification={PNR},24
483,ME,Middle East Airlines,https://checkin.si.amadeus.net/1ASIHSSCMCIME/sscmme/checkindirect?ln=en&IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
903,MF,Xiamen Airlines,https://ecipuia.xiamenair.com/api/v1/oauth2/authorize?uia_type=st&lang=en-cn,24
781,MG,Eznis Airways,,0
505,MH,Malaysia Airlines,https://online.malaysiaairlines.com/ssci/identification?lang=en-GB,48
148,MI,Silkair,,0
777,MJ,MyWay Airlines,,0
330,MK,Air Mauritius,https://checkin.si.amadeus.net/1ASIHSSCMCIMK/sscamk/checkindirect?IFormOfIdentification=PNR&IIdentification={PNR}&IDate={DEP_DATE_EU}&ln=en,24
911,ML,Sky Mali,,0
295,MM,Peach,,0
340,MN,Comair,,0
436,MO,Calm Air International,,0
332,MP,Martinair,,0
825,MQ,Envoy Air,https://www.aa.com/reservation/view/find-your-reservation?recordLocator={PNR},24
651,MR,Hunnu Air,,0
519,MS,EgyptAir,https://checkin.si.amadeus.net/1ASIHSSCMCIMS/sscmms/checkindirect?ln=en&IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
1116,MT,Thomas Cook Airlines,,0
625,MU,China Eastern Airlines,https://us.ceair.com/en/check-in.html,24
172,MW,Mokulele Airlines,,0
367,MX,Breeze Airways,,0
695,MY,Maya Island Air,,0
362,MZ,Merpati Nusantara Airlines,,0
1104,N0,Norse Atlantic Airways,,0
488,N2,Trans-Mediterranean Airways,,0
318,N3,Aerolíneas Mas,,0
753,N4,Nordwind Airlines,https://nordwindairlines.ru/en/online-check-in#/search/{PNR}/{LAST}/submit,24
350,N5,Nolinor Aviation,,0
707,N6,Nomad Aviation (PTY) Ltd.,,0
470,N7,Nordic Regional Airline,,0
135,N8,National Airlines,,0
475,N9,Nova Airways,,0
873,NA,Nesma Airlines,,0
606,NB,Skypower Express Airways,,0
599,NC,Cobham Aviation Services Australia,,0
246,ND,Sky Wings Airlines,,0
89,NE,Nesma Airlines,,0
865,NF,Air Vanuatu,https://checkin.si.amadeus.net/static/PRD/NF/#/checkindirect?IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
624,NG,Aero Contractors,,0
180,NH,All Nippon Airways,https://aswbe-i.ana.co.jp/international_asw/pages/webcheckin/checkin_search_input.xhtml?CONNECTION_KIND=JPN&LANG=en,24
441,NI,Portugália,,0
558,NJ,Ghadames Air Transport,,0
52,NK,Spirit Airlines,https://www.spirit.com/home-check-in,24
414,NL,Shaheen Air,,0
1,NM,Manx2,,0
310,NN,VIM Airlines,,0
363,NO,Neos,,0
1087,NP,Nile Air,https://checkin.si.amadeus.net/static/PRD/NP/#/checkindirect?ISurname={LAST}&IFormOfIdentification=PNR&IIdentification={PNR}&ln=en,24
640,NQ,Air Japan,,0
533,NS,Hebei Airlines,,0
797,NT,Binter Canarias,https://movil.bintercanarias.com/chkmov/flights?id=&pnr={PNR}&surname={LAST}&lang=en&ticket=,24
503,NU,Japan Transocean Air,,0
347,NW,Northwest Airlines,,0
645,NX,Air Macau,https://www.airmacau.com.cn/#/checkIn/home,24
1061,NY,Air Iceland,,0
600,NZ,Air New Zealand,https://flightbookings.airnewzealand.com/vmanage/actions/mobi/webcheck,24
284,O2,Linear Air,,0
677,O3,Orange Air, LLCN/A,,0
91,O4,Antrak Air,,0
718,O6,Avianca Brazil,,0
217,O8,Marathon Airlines,,0
806,O9,NOVA Airlines,,0
780,OA,Olympic Air,https://mobile.aegeanair.com/cki/deeplink.do?name={LAST}&pnr={PNR}&l=en,24
29,OB,Boliviana de Aviación,https://checkin.si.amadeus.net/static/PRD/OB/#/checkindirect?ln=en&ISurname={LAST}&IFormOfIdentification=PNR&IIdentification={PNR},24
356,OC,Oriental Air Bridge,,0
564,OD,Batik Air,https://dx.checkin.malindoair.com/dx/ODCI/#/check-in/deep-link?deepLink=true&locale=en-US&recordLocator={PNR}&lastName={LAST},24
721,OE,Laudamotion,,0
278,OG,PLAY,,0
84,OI,Hinterland Aviation,,0
969,OJ,NYXAIR,,0
9,OK,Czech Airlines,,0
247,OL,Polynesian Airlines,,0
525,OM,MIAT Mongolian Airlines,https://checkin.miat.com/static/PRD/OM/#/checkindirect?ISurname={LAST}&IFormOfIdentification=PNR&IIdentification={PNR}&ln=en,24
874,ON,Nauru Airline,,0
905,OO,SkyWest Airlines,,0
104,OQ,Chongqing Airlines,https://www.csair.com/gb/en/online_checkin/,24
491,OR,TUI Airlines Netherlands,,0
709,OS,Austrian Airlines,https://m.austrian.com/#checkin/start,24
266,OT,Aeropelican Air Services,,0
481,OU,Croatia Airlines,https://wci.croatiaairlines.hr/web?languageChange=true&langCode=en#ck_retrieve,24
820,OV,SalamAir,,0
339,OW,Skyward Express,,0
952,OX,Orient Thai Airlines,,0
298,OY,Andes Lineas Aereas,,0
346,OZ,Asiana Airlines,https://m.flyasiana.com/I/GB/EN/CheckIn.do,24
798,P0,Proflight Zambia,,0
421,P1,Public Charters,,0
916,P2,Airkenya Express,,0
480,P3,Passaredo Linhas Aereas,,0
655,P4,Aerolíneas Sosa,https://book-airpeace.crane.aero/ibe/checkin/search?{PNR}No=&{LAST}=&lang=en,24
931,P5,Aerorepublica,,0
535,P6,Pascan Aviation,,0
756,P7,Small Planet Airlines,,0
759,P8,Air Mekong,,0
1008,P9,Peruvian Airlines,,0
17,PA,airblue,,0
984,PB,Provincial Airlines,https://booking.palairlines.ca/check-in/search?language=en,24
970,PC,Pegasus Airlines,https://web.flypgs.com/check-in?language=EN&pnrNo={PNR}&surname={LAST},168
508,PD,Porter Airlines,https://www.flyporter.com/en-ca/manage-flights/web-check-in,24
676,PE,People's Viennaline,,0
168,PF,Primera Air,,0
1080,PG,Bangkok Airways,https://digital.bangkokair.com/ssci/identification?lang=en-GB,24
121,PH,Transavia Denmark,,0
593,PI,Polar Airlines,,0
757,PJ,Air Saint Pierre,,0
790,PK,Pakistan International Airlines,https://book-pia.crane.aero/ibe/checkin/search?language=en&firstname={FIRST}&surname={LAST}&PNRNo={PNR},24
986,PL,Southern Air Charter,,0
444,PM,Canaryfly,,0
893,PN,West Air,,0
110,PO,Polar Air Cargo Worldwide, Inc.,,0
373,PP,Jet Aviation Business,,0
571,PQ,SkyUp Airlines,,0
63,PR,Philippine Airlines,https://checkin.philippineairlines.com/ssci/identification,24
715,PS,UIA,,0
301,PU,Punta Europa,,0
618,PV,St Barth Commuter,,0
628,PW,Precision Air,,0
399,PX,Air Niugini,https://dxcheckin.airniugini.com.pg/dx/PXCI/?#/check-in/deep-link?deepLink=true&locale=en-GB&recordLocator={PNR}&lastName={LAST},24
398,PY,Surinam Airways,,0
5,PZ,LATAM Paraguay,,0
693,Q1,Sqiva Sistem,,0
568,Q2,Maldivian,https://checkin.si.amadeus.net/static/PRD/Q2/#/checkindirect?ISurname={LAST}&IFormOfIdentification=PNR&IIdentification={PNR}&ln=en,24
461,Q3,Anguilla Air,,0
452,Q4,Euroairlines,,0
1058,Q5,40-Mile Air,,0
437,Q6,Volaris Costa Rica,,0
576,Q7,SkyBahamas Airlines,,0
242,Q8,Trans Air Congo,,0
1057,Q9,Air Liaison,,0
31,QA,Cimber,,0
70,QB,Qeshm Air,,0
116,QC,Camair-Co,,0
294,QD,Dobrolet,,0
177,QF,Qantas,https://www.qantas.com/gb/en/travel-info/check-in.html,24
758,QG,Citilink Airlines,https://book.citilink.co.id/SearchWebCheckin.aspx?culture=en-US,24
108,QH,Bamboo Airways,,0
612,QI,Ibom Air,,0
950,QJ,Jet Airways Inc.,,0
530,QK,Jazz,https://www.aircanada.com/uk/en/aco/home/ssci.html?lastName={LAST}&staffNumber={PNR},24
1004,QL,LASER Airlines,https://www.laserairlines.com/checkin.php,24
899,QM,Monacair,,0
82,QN,Skytrans,,0
343,QO,Quikjet Cargo Airlines Pvt. Ltd,,0
439,QP,Akasa Air,,0
435,QQ,Alliance Airlines,https://book.allianceairlines.com.au/B2C/en/WebCheckin#!,24
400,QR,Qatar Airways,https://cki.qatarairways.com/cki/dashboard?hdnFOIDNo={PNR}&hdnLn={LAST},48
404,QS,SmartWings,https://checkin.si.amadeus.net/static/PRD/QS/#/checkindirect?IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST}&ln=en,24
849,QT,Avianca Cargo,,0
620,QU,Skyline Express,,0
1106,QV,Lao Airlines,,0
1086,QW,Qingdao Airlines,,0
556,QX,Horizon Air,https://webselfservice.alaskaair.com/checkinweb/findreservation.aspx?cmd=startapplication&language=en_US,24
14,QY,European Air Transport,,0
103,QZ,AirAsia Indonesia,https://www.airasia.com/check-in/v2/en/gb,48
22,R0,Russian Railways,,0
884,R1,Zapways, Inc.,,0
264,R2,Transair Senegal,,0
749,R3,Yakutia Airlines,https://checkin.yakutia.aero/web-checkin/?lang=en#search,24
994,R4,RUS Aviation,,0
1023,R5,Jordan Aviation,,0
428,R6,DOT LT,,0
191,R7,Aserca Airlines,,0
842,RA,Royal Nepal Airlines,,0
225,RB,Syrian Arab Airlines,,0
370,RC,Atlantic Airways,https://checkin.si.amadeus.net/static/PRD/RC/#/checkindirect?ISurname={LAST}&IFormOfIdentification=PNR&IIdentification={PNR}&ln=en,24
638,RD,French Armed Forces,,0
164,RE,Stobart Air,,0
621,RF,Aero K,,0
543,RG,Rotana Jet,,0
389,RH,PT Republic Express Airlines,,0
1003,RI,Tigerair Mandala,,0
636,RJ,Royal Jordanian,https://checkin.si.amadeus.net/static/PRD/RJ/#/checkindirect?IIdentificationBookingRef={PNR}&ISurname={LAST}&ln=en,24
472,RK,Ryanair UK,,0
1049,RL,Royal Flight,,0
234,RM,Air Dilijans,,0
840,RN,Eswatini Air,,0
101,RO,Tarom,https://digital.tarom.ro/ssci/identification?lang=en-GB,24
878,RP,Chautauqua Airlines,,0
158,RQ,Kam Air,,0
132,RR,Buzz,,0
250,RS,Air Seoul,,0
321,RT,UVT Aero,https://booking.uvtaero.ru/websky_checkin/?lang=en#search,24
545,RU,AirBridgeCargo,,0
1110,RV,8165343 Canada Inc. dba Air Canada rouge,,0
99,RX,Riyadh Air,,0
702,RY,Jiangxi Air,,0
338,RZ,Sansa Airlines,,0
750,S0,Aerolineas Sosa,,0
213,S1,Lufthansa Systems,,0
489,S2,Jet Lite,,0
540,S3,Santa Barbara Airlines,,0
776,S4,SATA,https://checkin.si.amadeus.net/static/PRD/SP/#/checkindirect?IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST}&ln=en,24
68,S5,Shuttle America,,0
174,S6,Sunrise Airways,,0
61,S7,S7 Airlines,https://myb.s7.ru/find-order,24
254,S8,Sounds Air Travel & Tourism Ltd.,,0
863,S9,Starbow,,0
802,SA,South African Airways,https://checkin.si.amadeus.net/1ASIHSSCMCISA/sscmsa/checkindirect?ln=en&IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
837,SB,Aircalin,https://checkin.si.amadeus.net/1ASIHSSCMCISB/sscmsb/checkindirect?ln=en&IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
831,SC,Shandong Airlines,https://www.sda.cn/en/,24
544,SD,Sudan Airways,,0
734,SE,XL Airways France,,0
1091,SF,Tassili Airlines,,0
20,SG,SpiceJet,https://www.spicejet.com/checkin/trip-details?pnr={PNR}&last={LAST},48
395,SH,Sharp Airlines,,0
300,SI,Blue Islands,,0
458,SJ,Sriwijaya Air,https://sriwijaya-webcheckin.nieve.id/new/,24
928,SK,Scandinavian Airlines,https://www.flysas.com/gb-en/checkin/itinerary/?bookingreference={PNR}&names={LAST},24
552,SL,Thai Lion Air,https://dx.checkin.lionairthai.com/dx/SLCI/#/check-in/deep-link?deepLink=true&locale=en-US&recordLocator={PNR}&lastName={LAST},24
864,SM,AIR CAIRO,,0
800,SN,Brussels Airlines,https://once.brusselsairlines.com/connect/main-app/identification/main,24
252,SP,SATA Air Acores,https://checkin.si.amadeus.net/static/PRD/SP/#/checkindirect?IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST}&ln=en,24
201,SQ,Singapore Airlines,https://www.singaporeair.com/en_UK/plan-and-book/your-booking/checkin/,48
361,SR,Sundair,,0
474,SS,Corsair International,https://checkin.si.amadeus.net/1ASIHSSCMCISS/sscass/checkindirect?ln=en&IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
41,ST,Germania,,0
28,SU,Aeroflot,https://www.aeroflot.ru/sb/ckin/app/ru-en#/search_pnrs,24
357,SV,Saudia,https://checkin.si.amadeus.net/1ASIHSSCMCISV/sscasv/checkindirect?ln=en&IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
554,SW,Air Namibia,,0
30,SX,SkyWork Airlines,,0
627,SY,Sun Country Airlines,https://www.suncountry.com/?page=Checkin,24
34,SZ,Somon Air,,0
1101,T0,TACA Peru,,0
303,T1,TIK Systems,,0
105,T2,Nakina Air Service,,0
262,T3,Eastern Airways,,0
872,T4,TRIP Linhas Aéreas,,0
751,T5,Turkmenistan Airlines,,0
551,T7,Twin Jet,https://checkin.si.amadeus.net/static/PRD/T7/#/checkin?ln=enISurname{LAST}&IIdentification={PNR}&IFormOfIdentification=PNR,24
23,T8,Telair International GmbH,,0
955,TA,TACA Airlines,https://checkin.si.amadeus.net/1ASIHSSCMCIAV/sscmav/checkindirect?ln=en&IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
796,TB,Jetairfly,https://www.tuifly.be/en/webcheckin/login,24
21,TC,Air Tanzania,,0
652,TD,Tbilisi Airways,,0
102,TE,Sky-Taxi,,0
714,TF,BRA,https://checkin.si.amadeus.net/static/PRD/TF/#/checkindirect?IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
440,TG,Thai Airways,https://checkin.si.amadeus.net/1ASIHSSCMCITG/sscmtg/checkindirect?ln=en&IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
1095,TH,Raya Airways Sdn. Bhd.dba Raya Airways,,0
424,TI,Tailwind Airlines,,0
604,TJ,Tradewind Aviation,,0
1025,TK,Turkish Airlines,https://www.turkishairlines.com/en-us/flights/manage-booking/index.html,24
422,TL,Airnorth,,0
297,TM,LAM Mozambique Airlines,https://checkin.si.amadeus.net/static/PRD/TM/#/checkindirect?IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
18,TN,Air Tahiti Nui,https://checkin.si.amadeus.net/static/PRD/TN/#/checkindirect?ISurname={LAST}&IFormOfIdentification=PNR&IIdentification={PNR}&ln=en,24
1089,TO,Transavia,https://www.transavia.com/en-UK/my-transavia/check-in/login/,24
1105,TP,TAP Portugal,https://checkin.si.amadeus.net/static/PRD/TP/#/checkindirect?ISurname={LAST}&IFormOfIdentification=PNR&IIdentification={PNR}&ln=en,24
151,TQ,Tandem Aero,,0
847,TR,Scoot,https://checkin.flyscoot.com/,48
834,TS,Air Transat,https://www.airtransat.com/en-CA/online-check-in,24
833,TT,Tigerair Australia,,0
705,TU,Tunisair,https://checkin.si.amadeus.net/1ASIHSSCMCITU/sscmtu/checkindirect?IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST}&ln=en&type=A&Redirected=true,24
924,TV,Tibet Airlines,,0
342,TW,T'way Air,https://m.twayair.com/app/reservation/searchCheckinItinerary,48
502,TX,Air Caraibes,https://checkin.si.amadeus.net/static/PRD/TX/#/checkindirect?ln=en&IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
411,TY,Air Caledonie,,0
162,TZ,Scoot,,0
224,U1,Videcom International Limited,,0
468,U2,EasyJet,https://www.easyjet.com/en/?chkin=1,720
546,U3,As Avies,,0
578,U5,SkyUp MT,,0
78,U6,Ural Airlines,https://service.uralairlines.ru/?language=en&pnrOrTicket={PNR}&pnr={PNR}&ticketNumber=&lastName={LAST}&agreementNew=on,24
1067,U7,Air Uganda,,0
724,U8,Tus Airways,,0
731,U9,Tatarstan Airlines,,0
77,UA,United Airlines,https://www.united.com/en/us/checkin/e/{PNR}/{LAST},24
218,UB,Myanmar National Airlines,https://www.flymna.com/checkin/,24
857,UC,LAN Chile Cargo,,0
668,UD,UR Airline,,0
37,UE,Ultimate Jetcharters,,0
779,UF,UM Airlines,,0
923,UG,Tunisair Express,,0
384,UH,Atlasjet Ukraine,,0
240,UI,Auric Air,,0
541,UJ,Almasria Universal Airlines,,0
792,UK,Vistara,,0
982,UL,Srilankan Airlines,https://digital.srilankan.com/ssci/identification?lang=en-GB&lastName={LAST}&identifier={PNR},24
160,UM,Air Zimbabwe,,0
426,UN,Transaero Airlines,,0
774,UO,Hong Kong Express Airways,https://booking.hkexpress.com/en-us/check-in/login,48
809,UP,Bahamasair,,0
793,UQ,Urumqi Air,,0
744,UR,Uganda Airlines,https://checkin.si.amadeus.net/static/PRD/UR/#/checkindirect?IFormOfIdentification=PNR&IGroupTravel=off&IIdentification={PNR}&ISurname={LAST}&ln=en,24
66,US,US Airways,,0
980,UT,Utair,,0
193,UU,Air Austral,https://checkin.si.amadeus.net/static/PRD/UU/#/checkindirect?ln=gb&IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
1024,UV,Helicópteros del Sureste,,0
841,UW,Uni-Top Airlines,,0
220,UX,Air Europa,https://www.aireuropa.com/uk/en/mytrips/managereservation/checkin?reservationId={PNR}&lastName={LAST}&checkinBox=true&search=true,24
1114,UY,Air Caucasus,,0
306,UZ,Buraq Air Transport (BRQ),,0
1076,V0,Conviasa,https://wc2-v0.kiusys.net/,24
516,V1,IBS Software Services Americas, Inc.,,0
989,V2,Vision Airlines,,0
56,V3,Carpatair,,0
235,V4,Vieques Air Link,,0
302,V5,Aerovías DAP,,0
241,V6,Clairmont Holdings Ltd dba VI Air Link,,0
631,V7,Volotea,https://www.volotea.com/en/your-booking/check-in-online/,24
2,V8,Iliamna Air Taxi Inc.,,0
328,V9,L'Odyssey,,0
495,VA,Virgin Australia,https://check-in.virginaustralia.com/checkin/index.html#/login?pnr={PNR}&surname={LAST}&port={IATA_DEP},24
401,VB,VivaAerobus,https://www.vivaaerobus.com/en-us/manage/find-booking,24
333,VC,Charter Air Transport, Inc.,,0
199,VE,C.A.I. Second,,0
886,VF,AJet,,0
925,VG,VLM Airlines,,0
118,VH,Viva Air Colombia,,0
741,VI,Volga-Dnepr Airlines,,0
591,VJ,VietjetAir,https://www.vietjetair.com/en/checkin,24
858,VK,Level,,0
316,VL,Lufthansa City,,0
460,VN,Vietnam Airlines,https://booking.vietnamairlines.com/ssci/identification?lang=en-GB,24
876,VO,Universal Air,,0
762,VP,Villa Air,,0
662,VQ,Novoair,,0
64,VR,TACV Cabo Verde Airlines,,0
1117,VS,Virgin Atlantic,https://www.virginatlantic.com/PCCOciWeb/findBy,24
892,VT,Air Tahiti,https://checkin.si.amadeus.net/static/PRD/VT/#/checkindirect?ISurname={LAST}&IFormOfIdentification=PNR&IIdentification={PNR}&ln=en,24
74,VU,Vietravel Airlines,,0
786,VV,Viva Air,,0
317,VW,Aeromar,,0
419,VX,Virgin America ,,0
485,VY,Vueling,https://tickets.vueling.com/SearchWebCheckin.aspx?culture=en-GB&origin={IATA_DEP}&day{DEP_DATE_EU}&pnr={PNR},24
917,VZ,Thai Vietjet Air,,0
720,W1,World Ticket Ltd,,0
46,W2,FlexFlight,,0
87,W3,Arik Air,https://arikair.crane.aero/ibe/checkin/search?PNRNo={PNR}&surname={LAST}&lang=en,24
826,W4,Wizz Air,,0
845,W5,Mahan Airlines,https://www.mahanair.co.ir/en/checkin,24
1096,W6,Wizz Air,https://wizzair.com/en-gb/itinerary#{PNR}/{LAST},48
137,W7,Wings of Lebanon S.a.l,,0
939,W8,Cargojet Airways Ltd.,,0
187,W9,Wizz Air,,0
587,WA,KLM Cityhopper,https://www.klm.co.uk/check-in,24
16,WB,RwandAir,https://checkin.si.amadeus.net/static/PRD/WB/#/checkindirect?ISurname={LAST}&IFormOfIdentification=PNR&IIdentification={PNR},24
95,WC,Islena de Inversiones S.A. de C.V.dba Islena Airlines,,0
1055,WE,Thai Smile,,0
38,WF,Wideroe,https://checkin.si.amadeus.net/1ASIHSSCWEBWF/sscwwf/checkin?ln=en&IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
513,WG,Sunwing Airlines,https://checkin.sunwing.ca/en-us,24
965,WH,Webjet Linhas Aereas,,0
637,WI,White Airways,,0
801,WJ,JetSMART,,0
697,WK,Edelweiss Air,https://checkin.flyedelweiss.com/web?languageChange=true&langCode=en#ck_retrieve,24
431,WM,Winair,,0
769,WN,Southwest Airlines,https://mobile.southwest.com/check-in,24
1035,WO,Swoop,,0
583,WP,Island Air,,0
236,WS,Westjet,https://checkin.westjet.com/index.html#/,24
795,WT,Swiftair,,0
866,WU,Wizz Air Ukraine,,0
83,WV,Fly Namibia,,0
73,WW,WOW Air ehf,,0
456,WX,Cityjet,,0
397,WY,Oman Air,https://dxcheckin.omanair.com/dx/WYCI/#/check-in/deep-link?deepLink=true&locale=en-GB&recordLocator={PNR}&lastName={LAST},24
54,WZ,Red Wings,https://flyredwings.com/en/check-in/#/search/{PNR}/{LAST}/submit/,24
580,X1,Hahn Air Technologies,,0
957,X3,TUI fly,https://www.tui.co.uk/destinations/your-account/managemybooking/login,24
829,X4,Air Excursion, LLC,,0
1083,X5,S.C. Ten Airways S.R.L.,,0
683,X7,Exec Air, Inc. of Naples,,0
610,X8,Airmax S.A.,,0
979,X9,Avion Express,,0
312,XA,ARINC(Aeronautical Radio, Inc.),,0
432,XB,IATA - Clearing HouseInternational Air Transport Association,,0
423,XC,Corendon Airlines,,0
735,XD,Air Transport Association of Americad\b\a Airlines for America,,0
907,XE,ExpressJet,,0
875,XF,Vladivostok Air,,0
